cash_request_id_main,user_id,cohort,cash_request_amount,cash_request_status,cash_request_id,type,fee_status,fee_amount,charge_moment
2372,11379,202005,100,direct_debit_rejected,0,0,,,
15139,34487,202009,100,money_back,15139,instant_payment,accepted,5,after
6903,13049,202007,65,rejected,0,0,,,
5004,20305,202006,100,money_back,0,0,,,
6382,25982,202007,100,rejected,0,0,,,
7614,907,202007,100,rejected,0,0,,,
7585,9592,202007,100,rejected,0,0,,,
7761,11424,202007,55,rejected,0,0,,,
7466,26818,202007,100,rejected,0,0,,,
7758,29506,202007,100,rejected,0,0,,,
7631,24252,202007,100,rejected,0,0,,,
18462,56251,202009,100,rejected,0,0,,,
8695,18000,202007,70,rejected,0,0,,,
5960,14098,202006,100,rejected,0,0,,,
8523,33866,202007,100,direct_debit_rejected,8523,incident,accepted,5,after
8523,33866,202007,100,direct_debit_rejected,8523,postpone,accepted,5,before
7183,30346,202007,100,rejected,0,0,,,
7166,23991,202007,100,rejected,0,0,,,
7361,26478,202007,100,rejected,0,0,,,
15149,30907,202009,100,money_back,15149,instant_payment,accepted,5,after
10027,8556,202007,80,rejected,0,0,,,
7623,12249,202007,100,rejected,0,0,,,
8493,14807,202007,50,rejected,0,0,,,
6383,4715,202007,100,rejected,0,0,,,
7898,31731,202007,100,rejected,0,0,,,
7626,31719,202007,100,rejected,0,0,,,
7621,18551,202007,100,rejected,0,0,,,
9352,33746,202007,100,rejected,0,0,,,
6206,19790,202007,50,rejected,0,0,,,
7103,16112,202007,100,rejected,0,0,,,
7932,32964,202007,100,rejected,0,0,,,
9147,9467,202007,100,rejected,0,0,,,
3588,15579,202006,80,money_back,0,0,,,
7846,18708,202007,100,rejected,0,0,,,
7232,21084,202007,100,rejected,0,0,,,
7757,26679,202007,100,rejected,0,0,,,
7189,17890,202007,100,rejected,0,0,,,
7624,17407,202007,100,rejected,0,0,,,
21753,76376,202010,100,money_back,21753,instant_payment,accepted,5,after
7581,25873,202007,100,rejected,0,0,,,
5719,16356,202006,100,money_back,5719,postpone,accepted,5,before
7895,32355,202007,100,rejected,0,0,,,
7847,30482,202007,100,rejected,0,0,,,
12921,35107,202008,50,rejected,0,0,,,
13048,29399,202008,100,rejected,0,0,,,
7630,16386,202007,100,rejected,0,0,,,
5961,16438,202006,100,rejected,0,0,,,
7168,15600,202007,100,rejected,0,0,,,
7754,25873,202007,100,rejected,0,0,,,
7672,31768,202007,100,rejected,0,0,,,
7229,20845,202007,100,rejected,0,0,,,
6808,1411,202007,100,rejected,0,0,,,
8586,27868,202007,100,rejected,0,0,,,
5962,23563,202006,100,rejected,0,0,,,
7461,30543,202007,100,rejected,0,0,,,
1535,8779,202005,100,money_back,0,0,,,
9574,22605,202007,100,rejected,0,0,,,
7851,32636,202007,100,rejected,0,0,,,
2334,10667,202005,100,money_back,0,0,,,
10819,14631,202008,50,rejected,0,0,,,
7580,31421,202007,100,rejected,0,0,,,
7894,9734,202007,100,rejected,0,0,,,
7488,21685,202007,100,rejected,0,0,,,
6883,27782,202007,100,rejected,0,0,,,
9679,29905,202007,100,rejected,0,0,,,
6614,26802,202007,100,rejected,0,0,,,
6800,21942,202007,100,rejected,0,0,,,
10584,26792,202008,50,rejected,0,0,,,
7578,31527,202007,100,rejected,0,0,,,
10225,29980,202007,50,rejected,0,0,,,
9003,20639,202007,100,rejected,0,0,,,
8697,10693,202007,100,rejected,0,0,,,
7489,10313,202007,100,rejected,0,0,,,
8589,31679,202007,100,rejected,0,0,,,
7751,15020,202007,100,rejected,0,0,,,
9350,33130,202007,100,rejected,0,0,,,
7893,16850,202007,100,rejected,0,0,,,
9149,28730,202007,100,rejected,0,0,,,
10559,27298,202008,100,rejected,0,0,,,
8590,33897,202007,100,rejected,0,0,,,
7715,31880,202007,100,rejected,0,0,,,
7718,25772,202007,100,rejected,0,0,,,
9680,10086,202007,65,rejected,0,0,,,
7709,14799,202007,100,rejected,0,0,,,
6608,15075,202007,100,rejected,0,0,,,
7892,23773,202007,100,rejected,0,0,,,
7669,13661,202007,50,rejected,0,0,,,
7749,22531,202007,100,rejected,0,0,,,
7574,3324,202007,100,rejected,0,0,,,
7457,938,202007,100,rejected,0,0,,,
7707,32255,202007,100,rejected,0,0,,,
7704,16850,202007,100,rejected,0,0,,,
7108,22953,202007,100,rejected,0,0,,,
7890,32731,202007,100,rejected,0,0,,,
7046,25292,202007,100,rejected,0,0,,,
9150,2142,202007,100,rejected,0,0,,,
6570,22155,202007,100,rejected,0,0,,,
20180,13778,202010,100,direct_debit_rejected,20180,instant_payment,rejected,5,after
8775,31128,202007,100,rejected,0,0,,,
7172,15019,202007,75,rejected,0,0,,,
7748,22186,202007,100,rejected,0,0,,,
7226,21251,202007,100,rejected,0,0,,,
7456,13135,202007,100,rejected,0,0,,,
7571,7446,202007,100,rejected,0,0,,,
7716,25873,202007,100,rejected,0,0,,,
7712,1159,202007,100,rejected,0,0,,,
5966,25386,202006,100,rejected,0,0,,,
2166,3162,202005,100,money_back,2166,postpone,accepted,5,before
7045,30112,202007,100,rejected,0,0,,,
6885,26264,202007,100,rejected,0,0,,,
19368,9369,202010,100,direct_debit_rejected,0,0,,,
9864,34872,202007,100,rejected,0,0,,,
7210,10327,202007,100,rejected,0,0,,,
7206,28993,202007,100,rejected,0,0,,,
7924,29342,202007,100,rejected,0,0,,,
895,2900,202003,100,money_back,0,0,,,
9572,24094,202007,100,rejected,0,0,,,
7479,30255,202007,100,rejected,0,0,,,
7666,30655,202007,100,rejected,0,0,,,
10564,30957,202008,50,rejected,0,0,,,
20843,10562,202010,100,transaction_declined,20843,instant_payment,confirmed,5,after
7044,23465,202007,100,rejected,0,0,,,
7224,14609,202007,100,rejected,0,0,,,
7215,30420,202007,100,rejected,0,0,,,
8703,19217,202007,50,rejected,0,0,,,
9865,23318,202007,100,rejected,0,0,,,
9346,6668,202007,100,rejected,0,0,,,
9151,18857,202007,80,rejected,0,0,,,
7209,17329,202007,100,rejected,0,0,,,
8656,4916,202007,100,rejected,0,0,,,
7888,6668,202007,100,rejected,0,0,,,
8657,22329,202007,100,rejected,0,0,,,
3705,16730,202006,100,direct_debit_rejected,3705,postpone,cancelled,5,after
3705,16730,202006,100,direct_debit_rejected,3705,incident,cancelled,5,after
3705,16730,202006,100,direct_debit_rejected,3705,incident,rejected,5,after
10033,9306,202007,100,rejected,0,0,,,
6239,26497,202007,100,rejected,0,0,,,
7043,18244,202007,100,rejected,0,0,,,
7216,20583,202007,85,rejected,0,0,,,
10151,9476,202007,100,rejected,0,0,,,
6919,14557,202007,100,rejected,0,0,,,
7923,31677,202007,100,rejected,0,0,,,
8705,23138,202007,60,rejected,0,0,,,
7175,21084,202007,100,rejected,0,0,,,
9138,34122,202007,100,rejected,0,0,,,
7744,18518,202007,70,rejected,0,0,,,
7665,19129,202007,100,rejected,0,0,,,
2695,400,202006,100,money_back,0,0,,,
9298,12748,202007,100,rejected,0,0,,,
5969,21589,202006,100,rejected,0,0,,,
7920,33082,202007,100,rejected,0,0,,,
7743,22360,202007,100,rejected,0,0,,,
7495,25923,202007,100,rejected,0,0,,,
8710,10066,202007,100,rejected,0,0,,,
7217,30424,202007,100,rejected,0,0,,,
8638,21625,202007,100,rejected,0,0,,,
6285,15964,202007,100,rejected,0,0,,,
4083,17580,202006,100,direct_debit_rejected,4083,incident,rejected,5,after
4083,17580,202006,100,direct_debit_rejected,4083,incident,cancelled,5,after
7503,29711,202007,100,rejected,0,0,,,
7195,25169,202007,100,rejected,0,0,,,
7492,20552,202007,20,rejected,0,0,,,
7499,31251,202007,100,rejected,0,0,,,
7498,16351,202007,100,rejected,0,0,,,
7497,28320,202007,100,rejected,0,0,,,
5970,25686,202006,100,rejected,0,0,,,
18465,52384,202009,50,rejected,0,0,,,
8778,18857,202007,100,rejected,0,0,,,
7301,20583,202007,80,rejected,0,0,,,
9868,6342,202007,50,rejected,0,0,,,
14868,6931,202009,100,rejected,0,0,,,
8658,22916,202007,100,rejected,0,0,,,
7563,31490,202007,100,rejected,0,0,,,
7496,31217,202007,100,rejected,0,0,,,
8711,23991,202007,50,rejected,0,0,,,
9568,3120,202007,100,rejected,0,0,,,
9462,10130,202007,100,rejected,0,0,,,
10036,27538,202007,50,rejected,0,0,,,
7448,25335,202007,100,rejected,0,0,,,
18471,41346,202009,100,rejected,0,0,,,
7302,25563,202007,100,rejected,0,0,,,
14869,6219,202009,100,rejected,0,0,,,
7561,21084,202007,100,rejected,0,0,,,
8639,15653,202007,90,rejected,0,0,,,
9290,15584,202007,70,rejected,0,0,,,
9567,12059,202007,100,rejected,0,0,,,
9010,24856,202007,100,rejected,0,0,,,
9869,27538,202007,100,rejected,0,0,,,
8035,33504,202007,100,rejected,0,0,,,
7447,22605,202007,100,rejected,0,0,,,
8659,5084,202007,200,rejected,0,0,,,
8036,1411,202007,100,rejected,0,0,,,
9288,10948,202007,70,rejected,0,0,,,
8505,6238,202007,100,rejected,0,0,,,
9854,18006,202007,100,rejected,0,0,,,
18855,56974,202010,50,rejected,0,0,,,
9566,7391,202007,50,rejected,0,0,,,
14870,7357,202009,100,rejected,0,0,,,
7560,17329,202007,100,rejected,0,0,,,
18848,16116,202010,50,rejected,0,0,,,
6247,11318,202007,100,rejected,0,0,,,
9337,10337,202007,100,rejected,0,0,,,
7019,28559,202007,100,rejected,0,0,,,
7304,28737,202007,100,rejected,0,0,,,
8506,25418,202007,90,rejected,0,0,,,
10085,27538,202007,70,rejected,0,0,,,
8641,23776,202007,100,rejected,0,0,,,
10520,16531,202008,50,rejected,0,0,,,
10227,13661,202007,100,rejected,0,0,,,
7836,20743,202007,100,rejected,0,0,,,
14871,421,202009,50,rejected,0,0,,,
9565,33687,202007,100,rejected,0,0,,,
1224,6723,202004,100,money_back,0,0,,,
9564,29935,202007,50,rejected,0,0,,,
4451,18000,202006,50,money_back,0,0,,,
9476,17329,202007,100,rejected,0,0,,,
7305,23329,202007,50,rejected,0,0,,,
10086,17515,202007,100,rejected,0,0,,,
10521,7663,202008,100,rejected,0,0,,,
7480,1715,202007,100,rejected,0,0,,,
7654,17191,202007,100,rejected,0,0,,,
10162,21546,202007,100,rejected,0,0,,,
8660,15653,202007,70,rejected,0,0,,,
11371,8432,202008,50,rejected,0,0,,,
9335,10948,202007,70,rejected,0,0,,,
8779,32274,202007,100,rejected,0,0,,,
9013,31736,202007,100,rejected,0,0,,,
12264,14726,202008,100,rejected,0,0,,,
9871,22455,202007,50,rejected,0,0,,,
7975,1159,202007,100,rejected,0,0,,,
7445,26090,202007,100,rejected,0,0,,,
9334,33993,202007,100,rejected,0,0,,,
14961,37895,202009,50,rejected,0,0,,,
10827,4877,202008,100,rejected,0,0,,,
9872,19278,202007,100,rejected,0,0,,,
7862,32083,202007,100,rejected,0,0,,,
7838,32274,202007,100,rejected,0,0,,,
8508,25848,202007,100,rejected,0,0,,,
7982,10823,202007,100,rejected,0,0,,,
7985,22531,202007,100,rejected,0,0,,,
12265,2530,202008,100,rejected,0,0,,,
9331,14585,202007,50,rejected,0,0,,,
7444,25850,202007,100,rejected,0,0,,,
7554,27703,202007,100,rejected,0,0,,,
18724,54577,202010,100,money_back,18724,postpone,accepted,5,before
18724,54577,202010,100,money_back,18724,instant_payment,accepted,5,after
7869,19578,202007,100,rejected,0,0,,,
8646,24818,202007,100,rejected,0,0,,,
7839,26679,202007,100,rejected,0,0,,,
10163,33283,202007,50,rejected,0,0,,,
10228,35101,202007,100,rejected,0,0,,,
9561,34496,202007,100,rejected,0,0,,,
7983,32648,202007,80,rejected,0,0,,,
10408,30194,202008,100,rejected,0,0,,,
6249,10142,202007,100,rejected,0,0,,,
6588,22455,202007,100,rejected,0,0,,,
7442,12143,202007,100,rejected,0,0,,,
7553,25065,202007,100,rejected,0,0,,,
7157,15915,202007,100,rejected,0,0,,,
6924,28698,202007,100,rejected,0,0,,,
7648,1159,202007,100,rejected,0,0,,,
7202,10804,202007,50,rejected,0,0,,,
7870,6519,202007,100,rejected,0,0,,,
7840,20905,202007,100,rejected,0,0,,,
8662,10693,202007,100,rejected,0,0,,,
10298,22580,202007,100,rejected,0,0,,,
10943,19217,202008,50,rejected,0,0,,,
12195,34717,202008,50,rejected,0,0,,,
8728,24449,202007,50,rejected,0,0,,,
21398,45339,202010,100,money_back,21398,instant_payment,accepted,5,after
7441,12461,202007,55,rejected,0,0,,,
9279,22499,202007,100,rejected,0,0,,,
1671,2656,202005,100,money_back,0,0,,,
8297,31058,202007,100,rejected,0,0,,,
14215,13114,202009,100,rejected,0,0,,,
9578,18446,202007,70,rejected,0,0,,,
7647,10337,202007,100,rejected,0,0,,,
9688,25728,202007,100,rejected,0,0,,,
10230,3498,202007,50,rejected,0,0,,,
10410,28321,202008,100,rejected,0,0,,,
8042,21391,202007,50,rejected,0,0,,,
12005,32675,202008,50,rejected,0,0,,,
3111,9002,202006,100,money_back,0,0,,,
9018,34168,202007,100,rejected,0,0,,,
10833,29657,202008,100,rejected,0,0,,,
9862,23015,202007,30,rejected,0,0,,,
14874,29865,202009,50,rejected,0,0,,,
8780,28040,202007,100,rejected,0,0,,,
9300,2142,202007,100,rejected,0,0,,,
14515,10247,202009,100,money_back,14515,postpone,accepted,5,before
14515,10247,202009,100,money_back,14515,instant_payment,accepted,5,after
8663,31058,202007,100,rejected,0,0,,,
11279,10208,202008,50,rejected,0,0,,,
7991,15290,202007,50,rejected,0,0,,,
7842,30949,202007,100,rejected,0,0,,,
9326,20845,202007,100,rejected,0,0,,,
9157,2142,202007,40,rejected,0,0,,,
5910,23918,202006,30,rejected,0,0,,,
7992,18893,202007,50,rejected,0,0,,,
7437,20583,202007,60,rejected,0,0,,,
14875,30251,202009,80,rejected,0,0,,,
12006,16093,202008,50,rejected,0,0,,,
7536,30304,202007,100,rejected,0,0,,,
10155,12992,202007,50,rejected,0,0,,,
15157,17072,202009,100,money_back,15157,instant_payment,accepted,5,after
11015,31566,202008,100,rejected,0,0,,,
9555,6363,202007,100,rejected,0,0,,,
18207,15057,202009,100,direct_debit_rejected,18207,incident,accepted,5,after
18207,15057,202009,100,direct_debit_rejected,18207,postpone,cancelled,5,before
18207,15057,202009,100,direct_debit_rejected,18207,instant_payment,accepted,5,after
7843,32648,202007,100,rejected,0,0,,,
9019,20893,202007,100,rejected,0,0,,,
8179,20064,202007,100,rejected,0,0,,,
10411,13279,202008,50,rejected,0,0,,,
7482,20583,202007,55,rejected,0,0,,,
19121,50121,202010,100,rejected,0,0,,,
7641,31600,202007,100,rejected,0,0,,,
12007,25073,202008,50,rejected,0,0,,,
7993,25873,202007,100,rejected,0,0,,,
16606,42686,202009,50,rejected,0,0,,,
12196,6286,202008,60,rejected,0,0,,,
9691,30466,202007,100,rejected,0,0,,,
14965,38516,202009,50,rejected,0,0,,,
9553,1159,202007,100,rejected,0,0,,,
11374,12461,202008,90,rejected,0,0,,,
9867,33410,202007,90,rejected,0,0,,,
10947,34428,202008,50,rejected,0,0,,,
7533,23946,202007,50,rejected,0,0,,,
10592,34776,202008,100,rejected,0,0,,,
11350,18119,202008,100,rejected,0,0,,,
6644,27970,202007,50,money_back,0,0,,,
8731,31246,202007,100,rejected,0,0,,,
8083,32497,202007,100,rejected,0,0,,,
14220,32787,202009,50,rejected,0,0,,,
11016,9094,202008,100,rejected,0,0,,,
13055,23542,202008,50,rejected,0,0,,,
9875,13216,202007,100,rejected,0,0,,,
8782,20820,202007,100,rejected,0,0,,,
9021,25335,202007,50,rejected,0,0,,,
5888,22636,202006,100,rejected,0,0,,,
7872,22531,202007,100,rejected,0,0,,,
10593,29796,202008,100,rejected,0,0,,,
7995,18467,202007,100,rejected,0,0,,,
9479,2142,202007,50,rejected,0,0,,,
8046,9832,202007,100,rejected,0,0,,,
8302,500,202007,100,rejected,0,0,,,
9363,34270,202007,100,rejected,0,0,,,
8084,33076,202007,100,rejected,0,0,,,
8732,31736,202007,100,rejected,0,0,,,
9551,10086,202007,100,rejected,0,0,,,
11017,32022,202008,100,rejected,0,0,,,
9022,13745,202007,100,rejected,0,0,,,
5889,23465,202006,100,rejected,0,0,,,
7531,7325,202007,100,rejected,0,0,,,
11037,25940,202008,100,rejected,0,0,,,
9876,33956,202007,100,rejected,0,0,,,
9304,34344,202007,100,rejected,0,0,,,
13264,15214,202008,50,rejected,0,0,,,
25337,89044,202010,100,money_back,25337,instant_payment,accepted,5,after
10040,9818,202007,100,rejected,0,0,,,
7879,31319,202007,100,rejected,0,0,,,
7878,23015,202007,100,rejected,0,0,,,
11092,34370,202008,50,rejected,0,0,,,
9480,32198,202007,100,rejected,0,0,,,
7887,32000,202007,100,rejected,0,0,,,
10841,25940,202008,100,rejected,0,0,,,
15186,28161,202009,100,money_back,15186,instant_payment,accepted,5,after
11019,35314,202008,100,rejected,0,0,,,
10949,14799,202008,100,rejected,0,0,,,
7877,31710,202007,100,rejected,0,0,,,
8667,11939,202007,100,rejected,0,0,,,
8517,33129,202007,100,rejected,0,0,,,
11283,34370,202008,100,rejected,0,0,,,
10595,34318,202008,100,rejected,0,0,,,
9695,34619,202007,100,rejected,0,0,,,
9365,33993,202007,100,rejected,0,0,,,
8185,33864,202007,100,rejected,0,0,,,
9366,34270,202007,100,rejected,0,0,,,
8087,32984,202007,100,rejected,0,0,,,
9877,24411,202007,100,rejected,0,0,,,
11377,23991,202008,50,rejected,0,0,,,
5890,22501,202006,100,rejected,0,0,,,
3149,14330,202006,100,money_back,0,0,,,
6985,15656,202007,100,rejected,0,0,,,
10596,9650,202008,50,rejected,0,0,,,
7882,20421,202007,50,rejected,0,0,,,
8049,26679,202007,90,rejected,0,0,,,
10950,20583,202008,95,rejected,0,0,,,
10842,15660,202008,50,rejected,0,0,,,
10021,34270,202007,100,rejected,0,0,,,
11149,34588,202008,50,rejected,0,0,,,
7527,26977,202007,100,rejected,0,0,,,
18486,47900,202009,100,rejected,0,0,,,
11220,12461,202008,100,rejected,0,0,,,
10023,5226,202007,100,rejected,0,0,,,
16516,6165,202009,80,rejected,0,0,,,
8786,11939,202007,100,rejected,0,0,,,
9546,32497,202007,50,rejected,0,0,,,
9162,13851,202007,100,rejected,0,0,,,
8306,16730,202007,100,rejected,0,0,,,
19257,46246,202010,50,rejected,0,0,,,
9306,24964,202007,50,rejected,0,0,,,
13267,4305,202008,50,rejected,0,0,,,
9878,34681,202007,100,rejected,0,0,,,
8669,30233,202007,50,rejected,0,0,,,
9307,17401,202007,100,rejected,0,0,,,
10026,34380,202007,100,rejected,0,0,,,
9686,17745,202007,100,rejected,0,0,,,
9484,10560,202007,100,rejected,0,0,,,
9163,5223,202007,100,rejected,0,0,,,
8051,31188,202007,100,rejected,0,0,,,
4459,17790,202006,100,money_back,0,0,,,
5891,15221,202006,60,money_back,5891,incident,accepted,5,after
5891,15221,202006,60,money_back,5891,postpone,cancelled,5,after
9545,17191,202007,50,rejected,0,0,,,
11379,18119,202008,100,rejected,0,0,,,
8787,19278,202007,100,rejected,0,0,,,
8307,29488,202007,100,rejected,0,0,,,
10952,19988,202008,100,rejected,0,0,,,
9879,9306,202007,100,rejected,0,0,,,
5894,24733,202006,100,rejected,0,0,,,
6928,28879,202007,100,rejected,0,0,,,
7525,30194,202007,100,rejected,0,0,,,
16161,4526,202009,100,rejected,0,0,,,
8052,16521,202007,50,rejected,0,0,,,
9933,7118,202007,100,rejected,0,0,,,
8956,25292,202007,50,rejected,0,0,,,
9678,11657,202007,100,rejected,0,0,,,
10845,12384,202008,100,rejected,0,0,,,
9544,16521,202007,40,rejected,0,0,,,
16411,16509,202009,20,rejected,0,0,,,
8090,13851,202007,100,rejected,0,0,,,
8091,33705,202007,100,rejected,0,0,,,
9165,15219,202007,100,rejected,0,0,,,
5895,21825,202006,100,rejected,0,0,,,
6978,27831,202007,100,rejected,0,0,,,
13176,35606,202008,100,rejected,0,0,,,
6512,2735,202007,100,money_back,0,0,,,
8309,32634,202007,100,rejected,0,0,,,
9880,34270,202007,100,rejected,0,0,,,
9543,27706,202007,50,rejected,0,0,,,
9934,32277,202007,100,rejected,0,0,,,
1682,8870,202005,100,money_back,1682,incident,accepted,5,after
10855,12228,202008,100,rejected,0,0,,,
10041,8167,202007,90,rejected,0,0,,,
8789,14585,202007,100,rejected,0,0,,,
9881,25292,202007,100,rejected,0,0,,,
5900,21253,202006,100,rejected,0,0,,,
10850,21942,202008,50,rejected,0,0,,,
9697,28560,202007,50,rejected,0,0,,,
9166,23318,202007,100,rejected,0,0,,,
9030,22510,202007,100,rejected,0,0,,,
11382,16374,202008,50,rejected,0,0,,,
9486,34270,202007,100,rejected,0,0,,,
16163,36853,202009,50,rejected,0,0,,,
10043,21343,202007,100,rejected,0,0,,,
23354,25679,202010,100,money_back,0,0,,,
6976,21084,202007,100,rejected,0,0,,,
13193,34492,202008,100,rejected,0,0,,,
7521,10361,202007,100,rejected,0,0,,,
13043,3324,202008,50,rejected,0,0,,,
9167,10948,202007,80,rejected,0,0,,,
9882,31668,202007,30,rejected,0,0,,,
9031,14799,202007,70,rejected,0,0,,,
2319,10304,202005,100,money_back,0,0,,,
7520,30604,202007,100,rejected,0,0,,,
8753,6179,202007,65,rejected,0,0,,,
13986,34684,202008,60,rejected,0,0,,,
18494,53915,202009,100,rejected,0,0,,,
8960,2142,202007,70,rejected,0,0,,,
13194,19949,202008,100,rejected,0,0,,,
10044,34659,202007,100,rejected,0,0,,,
13981,34547,202008,50,rejected,0,0,,,
9699,30957,202007,100,rejected,0,0,,,
13999,907,202008,100,rejected,0,0,,,
8053,33546,202007,100,rejected,0,0,,,
9168,12460,202007,100,rejected,0,0,,,
8792,33437,202007,100,rejected,0,0,,,
8192,11939,202007,100,rejected,0,0,,,
9488,7391,202007,100,rejected,0,0,,,
5982,24733,202006,100,rejected,0,0,,,
9169,18857,202007,50,rejected,0,0,,,
14357,21740,202009,50,rejected,0,0,,,
24171,90891,202010,25,money_back,24171,instant_payment,accepted,5,after
20101,38816,202010,100,money_back,20101,postpone,cancelled,5,before
20101,38816,202010,100,money_back,20101,instant_payment,accepted,5,after
8673,33668,202007,100,rejected,0,0,,,
10156,7581,202007,50,rejected,0,0,,,
13987,35413,202008,50,rejected,0,0,,,
12468,25246,202008,50,direct_debit_rejected,12468,instant_payment,cancelled,5,after
12468,25246,202008,50,direct_debit_rejected,12468,incident,rejected,5,after
13998,19620,202008,100,rejected,0,0,,,
10045,6315,202007,100,rejected,0,0,,,
8313,2838,202007,100,rejected,0,0,,,
9939,34568,202007,100,rejected,0,0,,,
8194,16531,202007,100,rejected,0,0,,,
9885,25895,202007,100,rejected,0,0,,,
6968,18693,202007,100,active,6968,incident,rejected,5,after
23659,88757,202010,100,direct_debit_rejected,23659,instant_payment,accepted,5,after
13983,36511,202008,50,rejected,0,0,,,
5769,19491,202006,100,money_back,5769,postpone,accepted,5,before
9170,34360,202007,100,rejected,0,0,,,
11137,35381,202008,50,rejected,0,0,,,
8066,33465,202007,100,money_back,8066,postpone,accepted,5,before
11943,34684,202008,100,rejected,0,0,,,
11095,30375,202008,100,rejected,0,0,,,
8096,33099,202007,50,rejected,0,0,,,
8581,20820,202007,100,rejected,0,0,,,
11944,22593,202008,50,rejected,0,0,,,
5983,22501,202006,100,rejected,0,0,,,
18498,53831,202009,100,rejected,0,0,,,
14362,7863,202009,50,rejected,0,0,,,
8055,14540,202007,100,rejected,0,0,,,
8068,33067,202007,100,rejected,0,0,,,
10957,22624,202008,100,rejected,0,0,,,
4624,9320,202006,100,money_back,0,0,,,
11025,34550,202008,100,rejected,0,0,,,
8770,18148,202007,50,rejected,0,0,,,
14000,33505,202008,100,rejected,0,0,,,
9711,23465,202007,100,rejected,0,0,,,
10047,34270,202007,50,rejected,0,0,,,
8794,24043,202007,100,rejected,0,0,,,
8097,27847,202007,100,rejected,0,0,,,
9887,18395,202007,100,rejected,0,0,,,
8795,12194,202007,100,rejected,0,0,,,
7514,25529,202007,100,rejected,0,0,,,
11447,29708,202008,100,rejected,0,0,,,
8070,32544,202007,100,rejected,0,0,,,
8524,13049,202007,35,rejected,0,0,,,
12863,8870,202008,100,rejected,0,0,,,
8098,30375,202007,100,rejected,0,0,,,
2965,6567,202006,100,money_back,0,0,,,
8470,15660,202007,100,rejected,0,0,,,
13024,23034,202008,50,rejected,0,0,,,
9941,18393,202007,100,rejected,0,0,,,
12018,22593,202008,50,rejected,0,0,,,
18994,45511,202010,100,rejected,0,0,,,
8771,32648,202007,20,rejected,0,0,,,
7016,17343,202007,100,direct_debit_rejected,7016,incident,cancelled,5,after
7016,17343,202007,100,direct_debit_rejected,7016,incident,rejected,5,after
10586,35219,202008,50,rejected,0,0,,,
10049,17519,202007,100,rejected,0,0,,,
16169,26736,202009,40,rejected,0,0,,,
8478,27952,202007,50,rejected,0,0,,,
9710,10086,202007,65,rejected,0,0,,,
9888,25913,202007,100,rejected,0,0,,,
2528,1715,202006,50,money_back,2528,postpone,cancelled,5,after
9740,22968,202007,100,rejected,0,0,,,
9586,24094,202007,100,rejected,0,0,,,
11455,9901,202008,100,rejected,0,0,,,
4708,13863,202006,100,direct_debit_rejected,4708,postpone,cancelled,5,after
4708,13863,202006,100,direct_debit_rejected,4708,incident,rejected,5,after
4708,13863,202006,100,direct_debit_rejected,4708,incident,cancelled,5,after
9032,19374,202007,100,rejected,0,0,,,
12198,10148,202008,100,rejected,0,0,,,
10587,29935,202008,40,rejected,0,0,,,
7512,31300,202007,100,rejected,0,0,,,
8058,32675,202007,100,rejected,0,0,,,
12856,11176,202008,100,money_back,0,0,,,
8405,17329,202007,90,rejected,0,0,,,
8583,33884,202007,100,rejected,0,0,,,
8479,30957,202007,100,rejected,0,0,,,
10050,34971,202007,100,rejected,0,0,,,
9703,33475,202007,100,rejected,0,0,,,
9741,34337,202007,100,rejected,0,0,,,
5987,23147,202006,100,rejected,0,0,,,
8316,33437,202007,100,rejected,0,0,,,
9943,14845,202007,100,rejected,0,0,,,
8674,31058,202007,80,rejected,0,0,,,
9173,707,202007,100,rejected,0,0,,,
2560,4552,202006,100,direct_debit_rejected,2560,incident,rejected,5,after
2560,4552,202006,100,direct_debit_rejected,2560,incident,cancelled,5,after
9715,34727,202007,100,rejected,0,0,,,
14238,15142,202009,50,rejected,0,0,,,
9742,33222,202007,100,rejected,0,0,,,
8798,13082,202007,70,rejected,0,0,,,
8967,3324,202007,100,rejected,0,0,,,
9492,11297,202007,100,rejected,0,0,,,
8060,31843,202007,100,rejected,0,0,,,
11297,25210,202008,100,rejected,0,0,,,
13006,6634,202008,100,rejected,0,0,,,
8407,25332,202007,100,rejected,0,0,,,
8317,138,202007,100,money_back,8317,postpone,accepted,5,before
2395,11977,202005,100,money_back,2395,postpone,accepted,5,before
12108,25187,202008,100,rejected,0,0,,,
6768,16115,202007,100,direct_debit_rejected,6768,incident,cancelled,5,after
6768,16115,202007,100,direct_debit_rejected,6768,incident,rejected,5,after
13129,34261,202008,50,money_back,0,0,,,
10603,22651,202008,50,rejected,0,0,,,
14560,1411,202009,50,rejected,0,0,,,
5905,21423,202006,100,rejected,0,0,,,
18504,56475,202009,100,rejected,0,0,,,
8800,17329,202007,100,rejected,0,0,,,
8103,31241,202007,100,rejected,0,0,,,
8529,29935,202007,50,rejected,0,0,,,
10157,35049,202007,100,rejected,0,0,,,
10233,29754,202007,100,rejected,0,0,,,
12940,27199,202008,50,rejected,0,0,,,
9717,34331,202007,100,rejected,0,0,,,
14240,3022,202009,100,rejected,0,0,,,
10089,2159,202007,100,rejected,0,0,,,
9320,8167,202007,100,rejected,0,0,,,
13990,21527,202008,100,rejected,0,0,,,
25949,96836,202010,25,direct_debit_rejected,25949,instant_payment,rejected,5,after
8409,33604,202007,100,rejected,0,0,,,
8530,7434,202007,100,rejected,0,0,,,
10234,33856,202007,100,rejected,0,0,,,
